eigena,4065.470427751541,30,4351315149718315.5,4120,"[0.0, 1195.5451387576184, 1288.9641449486928, 1263.4551709967814, 1086.1623526061976, 1028.9906528802553, 852.8995842060464, 1352.0039551009836, 1158.2494191558933, 1130.3108828173413, 1219.9400277759248, 0.0, 1195.68544282688, 1078.7869385731858, 1269.1376246577277, 1018.0860458600577, 997.0186559062938, 1118.8522094683244, 1318.9310600527535, 1514.6787274070148, 1199.7314561090514, 1055.9865988906354, 0.0, 1192.5456229380563, 1077.270567187987, 1190.5763398669392, 1307.6911535965048, 1445.599157116371, 1209.1437676258345, 1308.2990133406222, 1157.057596276415, 1124.2424855134245, 1426.9102558245443, 0.0, 1618.5959618389675, 1293.1191579753806, 1390.2405444274743, 985.9936020173349, 1094.6528797701028, 1396.406250664489, 1424.186246567848, 1340.644623699183, 856.6322505430985, 1354.1796197819342, 0.0, 1234.981834187906, 956.3513052262598, 1143.897768704994, 1672.2500919149236, 1393.8320019137088, 788.8249108569439, 1038.0572639420832, 1253.585620629516, 935.5375469429356, 1382.1174604037055, 0.0, 1651.3749805175369, 1517.9909478639474, 762.5797531228799, 895.1798618284604, 1175.5687836297213, 1003.0669991865776, 1345.8539594556842, 1178.6180961152431, 1244.640058938979, 975.7893877956137, 0.0, 1012.3086158068757, 1400.5223236578845, 1527.1135118440723, 1214.310572529508, 1249.5760240920154, 1265.1833257236026, 877.6208835953693, 1177.4384178957675, 1217.2268005451963, 656.3237826301994, 0.0, 945.7466809323594, 1246.4194785287991, 1039.3592633578905, 1346.3424727909435, 733.8829865395446, 825.6882181763286, 1190.8078080502848, 1275.1990847222214, 1162.1568341736963, 902.8858003502345, 0.0, 1460.7153225625063, 886.965646150271, 810.1677717591728, 1299.5466953039024, 654.0429778277203, 1192.7762897927748, 765.3304668272958, 1359.976959274671, 1515.3371517655835, 1297.1264341411945, 0.0, 1162.9075284238224, 1218.7776472824091, 1405.0816577035869, 641.0938930701351, 1747.208878303736, 1371.564748455941, 728.7025373991519, 1094.6620173991296, 1377.202553458572, 1059.636055330509]"
eigenals,4028.8018600940704,30,169.82332512397852,3300,"[42.61133682432408, 0.058726775891444004, 0.0, 0.06666820191989647, 0.0, 0.0, 0.0, 0.0, 0.21085722036287594, 0.0, 0.0, 41.95002587580831, 0.0, 0.0, 0.0, 0.04965051719977614, 0.0, 0.06700336979877607, 0.0, 0.0, 0.0, 0.0, 57.6187270488579, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 62.47036858194663, 0.0, 0.0, 0.0, 0.0, 0.06249693246729731, 0.06687446647792973, 0.0, 0.0, 0.0, 0.0, 44.22087146453426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 52.640143979810624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13542894599286878, 0.0, 0.0, 49.71035185159719, 0.0689463830296544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08960261336073616, 0.0, 0.0, 0.0, 53.0461936713022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0899396089106902, 0.0, 0.0, 51.74186491049035, 0.0, 0.06931610249960805, 0.09582038632990933, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 51.44073626155748, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2593971415251746, 0.0, 0.0]"
eigenb,4013.653128862381,30,31.457625930105433,46600,"[40.889049843086305, 0.0, 0.0, 0.0, 0.11363731627115739, 0.055206642174291144, 0.0, 0.0, 0.0, 0.0, 0.0, 36.80255590554739, 0.0, 0.0, 0.0, 0.13213212176713973, 0.0, 0.0, 0.09498041875559846, 0.0, 0.0, 0.5774490892199103, 41.679735795122795, 0.37499903502631543, 0.0, 0.0, 0.0, 0.0, 0.05945648556270653, 0.0, 0.0, 0.042954791010431044, -0.5107323837849417, 12.80022010537122, 0.0, 0.0, -0.050940881307529814, 0.0, 0.0, 0.03733721607158872, 0.0, 0.0, 0.0, 0.10591664237337373, 35.39607951263002, 0.0, 0.0, 0.07269987515466259, 0.0, 0.0, 0.0, 0.0, 0.10346687491098834, 0.0, 0.0, 34.42925886905309, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.047144193933871134, 0.0, 0.0, 45.54475538029342, 0.0, 0.04260597182473843, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07170990549795263, 0.1692638804873989, 36.58685037619602, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 38.75303870767827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3112713825730446, 0.13538982962765145, 2.6154294795173993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11006294240091351, 0.0, 0.0, 0.0, 0.0]"
eigenbls,4036.379535675049,30,27.909860556411378,17000,"[42.561724761712696, 0.027004309661814916, 0.0, 0.05331566278662364, 0.0, 0.0, 0.08845047589966686, 0.0, 0.0, 0.0, 0.0, 29.909688624059758, 0.0, 0.0, 0.06335048843509333, 0.0741199022802103, -0.02463958339283775, 0.051089596208607715, 0.0, 0.04472352404122992, 0.03720003934385977, 0.0, 15.716345893287686, 0.0, 0.04701590272241706, 0.0, 0.0700728649035193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 41.40272344784594, 0.03530450982944515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 43.79550526188729, 0.0, 0.0, 0.11542427836614087, 0.0, 0.06845295688774848, 0.0, 0.0, 0.0, 0.051181937382311214, 0.0, 28.122450277943546, 0.0, 0.0, 0.08452346117868363, 0.06133598580361893, 0.038490399557603985, 0.0, 0.0, 0.0, 0.08885494543141209, 0.0, 54.36340744021308, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07243267678621858, 0.0, 0.0, 31.976433041111516, 0.0, 0.0, 0.0, 0.0, 0.05099594502255585, 0.0, 0.0, 0.0, 0.0, 0.0, 38.18897673939245, 0.06581335295666797, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06867914884945263, 0.0, 0.0, 0.0, 35.09370509270043, 0.06784881533882106, 0.0, 0.0, 0.08169190932233181, 0.0, 0.045391029767834504, 0.0, 0.0, 0.0, 0.0]"
emfl,1795.0806050300598,30,161.1980689866947,1680,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
emfl_eps,1830.9926707744598,30,155.02910284278883,40,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
emfl_vareps,1865.985203742981,30,161.1980689866947,3920,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.10295994276438, 0.0, 0.0, 0.0, -2.723474559141602, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
engval2,110.14692234992981,30,221.19907410091696,660,"[-1.3997364022628722, 1.8937152801896728, -0.5779448212177289]"
errinros,1800.63693857193,30,46.71661040614692,14060,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07556433835925937, 0.03263756450236767, 0.0, 0.0, 0.07709715913985002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11899280293208621, 0.0, 0.0, 0.16137514090906002, 0.045155242670847924, 0.0, 0.0, 0.0, 0.0, 0.03357160302916028, 0.0, 0.0, 0.07233763404144375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04829176935016146, 0.0, 0.15334689682198238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.067380615563883, 0.049549550041598486, 0.0]"
esfl,74.01990795135498,30,191.87237418192893,40,"[-0.5503832232430595, -0.5792568268289382]"
ex4_1_1,33.63541650772095,30,-7.351677035192926,420,[0.0]
ex4_1_2,33.742377281188965,30,-633.3675371816224,600,[1.0633962609540413]
ex4_1_3,32.76199698448181,30,-439.8656789750093,40,[3.490188510622096]
ex4_1_4,33.927103757858276,30,0.172748384062537,40,[1.9999625973873587]
ex4_1_5,66.19950819015503,30,2.0554540499635738e+17,720,"[2751.8892559862616, 0.0]"
ex4_1_6,33.73791146278381,30,75.21253109363101,280,[-3.320413933267723]
ex4_1_7,33.512760639190674,30,-7.5,20,[-0.622578779743635]
ex8_1_1,46.43419694900513,30,-5.933014475431512,20,"[0.0, 0.0]"
ex8_1_2,23.15523934364319,30,-5.933014475431512,20,[0.0]
ex8_1_3,66.75102996826172,30,3.080150287714386,1040,"[0.02217835193281606, -0.9454068722328481]"
ex8_1_4,48.17272591590881,22,1.72055362e-07,880,"[0.00012748304702313095, 7.907192457778613e-05]"
ex8_1_5,66.91285061836243,30,-1.012355589166429,80,"[0.0, 0.0]"
explin,4348.645557165146,30,-723372.9865249898,27880,"[3.1089431315110088, 10.0, 2.8457966379205386, 10.0, 3.539351682311145, 10.0, 3.3422249188425357, 10.0, 3.344393538184895, 10.0, 3.3135777511076814, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]"
explin2,4355.680329799652,30,-724401.8342979464,71780,"[10.0, 10.0, 10.0, 10.0, 10.0, 6.629825131089676, 10.0, 4.318607966586249, 10.0, 3.1803817758309068, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]"
