3pk,94.61883664131165,4,3738.2307894422515,1900,"[1.388018409607488, 1.9056500847362494, 0.0, 0.0, 0.0, 0.17992053783215867, 0.30410956431230396, 0.3221209475594314, 2.28139934756269, 0.0, 0.0, 0.0, 4.987552530220752, 0.6666854953856967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 449.87350153984426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
aircrftb,6.836124420166016,2,0.325126291002032,120,"[-0.018817941496854982, 0.015240151141907589, -0.0883437961978805, 0.06170706979774339, -0.08654651885485873]"
allinit,100.1378390789032,30,1.2139523632592272e+23,600,"[0.0, 2373.3634870360916, -2890.96340272411]"
allinitu,129.68317890167236,30,6.344708122124538,2400,"[1.0672876392392856, 0.0, 0.0, -0.8204561442888505]"
arglina,118.77377557754517,2,100.00000000359519,2060,"[-1.0000000000313627, -1.0000000000198106, -1.0000000000078355, -0.9999999999826003, -1.0000000000111566, -1.0000000000020688, -1.000000000009006, -1.0000000000181346, -0.9999999999904429, -1.000000000018175, -1.0000000000311846, -1.0000000000120226, -0.9999999999999938, -1.0000000000246174, -1.0000000000000657, -1.0000000000002276, -1.0000000000150286, -0.9999999999893979, -0.9999999999997445, -1.0000000000257416, -0.9999999999989673, -1.0000000000125127, -1.0000000000214746, -1.000000000025226, -1.000000000018742, -1.0000000000178246, -1.000000000027662, -1.0000000000099003, -1.0000000000099873, -1.00000000000574, -0.9999999999870136, -1.0000000000016673, -1.000000000016534, -1.0000000000180538, -1.0000000000017704, -1.0000000000081288, -0.9999999999955137, -1.0000000000082792, -1.0000000000007965, -1.000000000001673, -1.000000000018735, -1.0000000000136695, -0.9999999999827638, -0.9999999999972118, -1.0000000000158824, -0.9999999999862227, -0.9999999999975231, -1.000000000022394, -1.0000000000021878, -1.0000000000247877, -1.0000000000068576, -1.0000000000024767, -0.9999999999991177, -1.0000000000063995, -1.0000000000029028, -1.0000000000141163, -1.0000000000034877, -1.0000000000103493, -0.9999999999984553, -0.999940036360197, -1.0000000000012654, -1.0000000000111295, -0.9999999999999499, -0.9999999999911549, -1.0000000000000349, -1.0000000000047349, -1.0000000000057567, -1.0000000000111264, -0.9999999999986534, -0.9999999999922486, -0.9999999999987851, -0.999999999993815, -1.0000000000079543, -0.9999999999902182, -1.0000000000056426, -0.9999999999990388, -1.0000000000008253, -0.9999999999974574, -0.9999999999907884, -1.0000000000003137, -1.0000000000030425, -0.9999999999976866, -1.0000000000192317, -0.9999999999983801, -1.0000000000082423, -1.0000000000149394, -1.000000000015229, -1.0000000000132785, -1.0000000000002849, -0.9999999999937826, -0.9999999999999519, -1.0000000000037126, -1.0000000000152782, -1.000000000006428, -0.9999999999936331, -1.0000000000084945, -0.9999999999939143, -1.0000000000014493, -1.0000000000012352, -1.0000000000139597]"
arglinb,50.64080095291138,5,4.634146341463413,900,"[0.0, 0.0, 0.0, 0.0, 0.01463414634194496, 0.0, 0.0, 0.0, 0.0, 0.0]"
arglinc,14.255188465118408,2,6.135135135135134,260,"[0.0, 0.02702702702703443, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
beale,66.4338607788086,30,0.004739667532705,160,"[2.3484867930846143, 0.22836350916337456]"
box2,68.95831084251404,30,0.405891013962647,220,"[11.227988109154008, 0.0]"
box3,50.775224447250366,15,7.67565108e-07,900,"[0.4004411787545579, 0.4015499356690082, 0.0007638190177364797]"
branin,66.01645922660828,30,1.06746435797425,120,"[4.781143778861341, 1.3436454187062563]"
brownal,98.15736055374146,9,6.470220197318242,1740,"[1.1040938677060308, 0.5056165948735817, 1.5764545096149245, 0.43164507910512206, 0.5511983321717437, 1.9107194282057327, 2.7790469174882544, 0.7001242848637778, 0.43552455888516145, -0.04023352757121616]"
brownbs,65.05397033691406,30,65512926445.26097,600,"[10000000.0, 0.0]"
brownden,134.15381789207458,30,88966.6838410279,1700,"[-14.91351954048155, 14.723354071306614, 0.0, 0.0]"
camel1,66.50969862937927,30,-1.021793276797956,360,"[0.0, 0.0]"
camel6,67.00089049339294,30,-1.031194133897563,600,"[0.0, -0.5352178847647364]"
chebyqad,1758.7802739143372,30,23.56749997257295,11300,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
chi,64.77169132232666,30,-37.160495674118124,180,"[6.0977300801895735, 0.0]"
chnrosnb,1799.411141872406,30,48.34180944040173,16340,"[0.0, 0.0, 0.1676281280445693, 0.0, 0.07787872445045266, 0.0, 0.0, 0.0, 0.20664023436709972, 0.0, 0.13164242443516913, 0.0, 0.0, 0.0, 0.04310794104153123, 0.0, 0.0, 0.0, 0.04502543674302174, 0.0, 0.0, 0.05624827553089263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06501753657818768, 0.06485619730054186, 0.0, 0.07220375177394103, 0.06723987936769311, 0.07847933123025465, 0.1664676798134976, 0.0, 0.0, 0.12317969265969456, 0.048501479167071114, 0.0, 0.06049234002490516, 0.0, 0.09775461239504024, 0.0, 0.0, 0.0, 0.041736458776608754, 0.0, 0.0, 0.02403939020182397, 0.14900617677691452]"
cliff,67.62391090393066,30,0.20555358128166,1200,"[-0.21396771039045398, -0.08446887412094367]"
cube,66.32654142379761,30,0.287856690286935,260,"[0.0, 0.0]"
denschna,65.88110733032227,30,0.00023396766842,640,"[0.036001150210983726, -0.05829651559673855]"
denschnb,68.33375692367554,30,0.000213364051938,600,"[1.9999999999999205, -0.9999999999986691]"
denschnc,67.1859872341156,30,0.178746159143359,1100,"[0.9093305107206553, 0.683413754220364]"
denschnd,39.6734459400177,12,2.948e-11,720,"[0.0020822151460780135, 0.0006684876212141064, 0.006335016820176896]"
denschne,102.53942465782166,30,1.928882e-09,1460,"[0.0, 0.0, -13.589723763082734]"
denschnf,67.12028574943542,30,19.43663534287014,40,"[0.0, 0.5434856450888033]"
dixon3dq,204.36247968673706,19,0.089231549432425,3620,"[0.9999999999994197, 0.21369855420410394, 0.21369855420464207, 0.2374661914254989, 0.3043256132567941, 0.38829525732014025, 0.4722649013820825, 0.593375313118777, 0.7144857248550688, 0.8572428624277407]"
djtl,67.75465846061707,30,-5217.291374942386,1040,"[14.577375293717111, 2.654711246660557]"
eg1,105.06892657279968,30,-1.248286966482038,80,"[-0.9999999999992979, 0.0, 2.0]"
